Region,Estimated Total Span
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,495
Basin of Mexico,650
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,700
Basin of Mexico,185
Basin of Mexico,1100
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,1170
Basin of Mexico,185
Basin of Mexico,350
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,770
Basin of Mexico,150
Basin of Mexico,770
Basin of Mexico,150
Basin of Mexico,495
Basin of Mexico,2270
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,250
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,250
Basin of Mexico,125
Basin of Mexico,250
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,675
Basin of Mexico,150
Basin of Mexico,100
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,150
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,700
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,700
Basin of Mexico,700
Basin of Mexico,150
Basin of Mexico,450
Basin of Mexico,100
Basin of Mexico,100
Basin of Mexico,185
Basin of Mexico,100
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,770
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,1570
Basin of Mexico,350
Basin of Mexico,400
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,770
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,125
Basin of Mexico,275
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,150
Basin of Mexico,275
Basin of Mexico,275
Basin of Mexico,400
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,150
Basin of Mexico,250
Basin of Mexico,150
Basin of Mexico,100
Basin of Mexico,450
Basin of Mexico,100
Basin of Mexico,270
Basin of Mexico,270
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,1170
Basin of Mexico,400
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,1170
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,400
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,1170
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,250
Basin of Mexico,495
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,400
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,1170
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,675
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,675
Basin of Mexico,125
Basin of Mexico,250
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,185
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,1075
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,400
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,150
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,125
Basin of Mexico,275
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,150
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,150
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,400
Basin of Mexico,400
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,250
Basin of Mexico,185
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,150
Basin of Mexico,250
Basin of Mexico,100
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,495
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,185
Basin of Mexico,770
Basin of Mexico,185
Basin of Mexico,495
Basin of Mexico,185
Southeast US,60
Southeast US,260
Southeast US,330
Southeast US,120
Southeast US,120
Southeast US,80
Southeast US,200
Southeast US,60
Southeast US,80
Southeast US,278
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,60
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,120
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,40
Southeast US,200
Southeast US,100
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,46
Southeast US,60
Southeast US,60
Southeast US,155
Southeast US,122
Southeast US,60
Southeast US,123
Southeast US,48
Southeast US,120
Southeast US,40
Southeast US,120
Southeast US,120
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,160
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,160
Southeast US,120
Southeast US,120
Southeast US,120
Southeast US,80
Southeast US,215
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,200
Southeast US,200
Southeast US,200
Southeast US,200
Southeast US,60
Southeast US,46
Southeast US,80
Southeast US,120
Southeast US,108
Southeast US,80
Southeast US,160
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,46
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,46
Southeast US,140
Southeast US,60
Southeast US,120
Southeast US,200
Southeast US,40
Southeast US,50
Southeast US,60
Southeast US,240
Southeast US,123
Southeast US,278
Southeast US,247
Southeast US,60
Southeast US,40
Southeast US,48
Southeast US,40
Southeast US,462
Southeast US,190
Southeast US,60
Southeast US,60
Southeast US,80
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,40
Southeast US,283
Southeast US,100
Southeast US,121
Southeast US,40
Southeast US,180
Southeast US,180
Southeast US,570
Southeast US,60
Southeast US,40
Southeast US,100
Southeast US,100
Southeast US,48
Southeast US,40
Southeast US,180
Southeast US,100
Southeast US,73
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,500
Southeast US,200
Southeast US,180
Southeast US,40
Southeast US,80
Southeast US,120
Southeast US,40
Southeast US,110
Southeast US,30
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,110
Southeast US,30
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,120
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,120
Southeast US,80
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,140
Southeast US,80
Southeast US,60
Southeast US,230
Southeast US,60
Southeast US,73
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,120
Southeast US,73
Southeast US,332
Southeast US,60
Southeast US,75
Southeast US,73
Southeast US,60
Southeast US,40
Southeast US,60
Southeast US,40
Southeast US,60
Southeast US,305
Southeast US,140
Southeast US,140
Southeast US,60
Southeast US,300
Southeast US,60
Southeast US,60
Southeast US,320
Southeast US,100
Southeast US,73
Southeast US,40
Southeast US,73
Southeast US,60
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,73
Southeast US,200
Southeast US,80
Southeast US,140
Southeast US,80
Southeast US,140
Southeast US,100
Southeast US,80
Southeast US,60
Southeast US,60
Southeast US,420
Southeast US,80
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,75
Southeast US,150
Southeast US,265
Southeast US,120
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,75
Southeast US,73
Southeast US,60
Southeast US,60
Southeast US,80
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,60
Southeast US,60
Southeast US,40
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,40
Southeast US,60
Southeast US,120
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,60
Southeast US,320
Southeast US,60
Southeast US,75
Southeast US,75
Southeast US,40
Southeast US,48
Southeast US,413
Southeast US,40
Southeast US,73
Southeast US,105
Southeast US,60
Southeast US,60
Southeast US,75
Southeast US,110
Southeast US,380
Southeast US,60
Southeast US,120
Southeast US,60
Southeast US,60
Southeast US,265
Southeast US,60
Southeast US,60
Southeast US,80
Southeast US,613
Southeast US,120
Southeast US,80
Southeast US,75
Southeast US,40
Southeast US,230
Southeast US,140
Southeast US,60
Southeast US,380
Southeast US,290
Southeast US,290
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,75
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,120
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,120
Southeast US,120
Southeast US,80
Southeast US,80
Southeast US,200
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,140
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,120
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,60
Southeast US,120
Southeast US,100
Southeast US,80
Southeast US,420
Southeast US,80
Southeast US,140
Southeast US,140
Southeast US,140
Southeast US,140
Southeast US,140
Southeast US,140
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,120
Southeast US,120
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,120
Southeast US,80
Southeast US,60
Southeast US,60
Southeast US,60
Southeast US,160
Southeast US,60
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,280
Southeast US,80
Southeast US,80
Southeast US,100
Southeast US,80
Southeast US,40
Southeast US,140
Southeast US,100
Southeast US,220
Southeast US,80
Southeast US,80
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,160
Southeast US,80
Southeast US,40
Southeast US,75
Southeast US,80
Southeast US,80
Southeast US,220
Southeast US,120
Southeast US,120
Southeast US,100
Southeast US,80
Southeast US,120
Southeast US,120
Southeast US,120
Southeast US,100
Southeast US,60
Southeast US,270
Southeast US,270
Southeast US,200
Southeast US,60
Southeast US,80
Southeast US,120
Southeast US,120
Southeast US,160
Southeast US,80
Southeast US,60
Southeast US,260
Southeast US,80
Southeast US,60
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,370
Southeast US,140
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,75
Southeast US,335
Southeast US,75
Southeast US,50
Southeast US,40
Southeast US,150
Southeast US,125
Southeast US,75
Southeast US,75
Southeast US,75
Southeast US,50
Southeast US,75
Southeast US,75
Southeast US,75
Southeast US,75
Southeast US,75
Southeast US,120
Southeast US,80
Southeast US,75
Southeast US,50
Southeast US,40
Southeast US,40
Southeast US,130
Southeast US,50
Southeast US,40
Southeast US,80
Southeast US,75
Southeast US,75
Southeast US,40
Southeast US,75
Southeast US,40
Southeast US,150
Southeast US,75
Southeast US,40
Southeast US,80
Southeast US,70
Southeast US,130
Southeast US,40
Southeast US,130
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,80
Southeast US,80
Southeast US,75
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,75
Southeast US,40
Southeast US,50
Southeast US,235
Southeast US,40
Southeast US,150
Southeast US,75
Southeast US,225
Southeast US,40
Southeast US,110
Southeast US,100
Southeast US,40
Southeast US,70
Southeast US,75
Southeast US,40
Southeast US,70
Southeast US,80
Southeast US,110
Southeast US,40
Southeast US,40
Southeast US,75
Southeast US,40
Southeast US,40
Southeast US,225
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,70
Southeast US,50
Southeast US,50
Southeast US,75
Southeast US,70
Southeast US,40
Southeast US,70
Southeast US,50
Southeast US,40
Southeast US,110
Southeast US,40
Southeast US,115
Southeast US,170
Southeast US,70
Southeast US,40
Southeast US,50
Southeast US,40
Southeast US,125
Southeast US,120
Southeast US,120
Southeast US,50
Southeast US,75
Southeast US,75
Southeast US,75
Southeast US,240
Southeast US,40
Southeast US,90
Southeast US,40
Southeast US,60
Southeast US,140
Southeast US,40
Southeast US,40
Southeast US,80
Southeast US,40
Southeast US,75
Southeast US,80
Southeast US,40
Southeast US,75
Southeast US,80
Southeast US,40
Southeast US,40
Southeast US,40
Southeast US,50
Southeast US,40
Southeast US,90
Southeast US,40
Southeast US,80
Southeast US,120
Southeast US,40
Southeast US,75
Southeast US,90
Southeast US,75
Southeast US,40
Southeast US,40
Southeast US,75
Southeast US,40
Southeast US,60
Southeast US,40
Southeast US,70
Southeast US,70
Central Italy,100
Central Italy,600
Central Italy,350
Central Italy,1450
Central Italy,350
Central Italy,100
Central Italy,1550
Central Italy,750
Central Italy,650
Central Italy,200
Central Italy,350
Central Italy,500
Central Italy,430
Central Italy,330
Central Italy,350
Central Italy,750
Central Italy,680
Central Italy,750
Central Italy,200
Central Italy,330
Central Italy,500
Central Italy,220
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,320
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,320
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,250
Central Italy,500
Central Italy,750
Central Italy,750
Central Italy,100
Central Italy,320
Central Italy,250
Central Italy,500
Central Italy,750
Central Italy,750
Central Italy,100
Central Italy,150
Central Italy,350
Central Italy,750
Central Italy,280
Central Italy,280
Central Italy,280
Central Italy,100
Central Italy,280
Central Italy,250
Central Italy,650
Central Italy,680
Central Italy,850
Central Italy,680
Central Italy,430
Central Italy,350
Central Italy,100
Central Italy,1050
Central Italy,200
Central Italy,250
Central Italy,630
Central Italy,400
Central Italy,280
Central Italy,750
Central Italy,200
Central Italy,650
Central Italy,750
Central Italy,100
Central Italy,100
Central Italy,250
Central Italy,750
Central Italy,100
Central Italy,150
Central Italy,500
Central Italy,750
Central Italy,400
Central Italy,150
Central Italy,750
Central Italy,100
Central Italy,750
Central Italy,100
Central Italy,750
Central Italy,750
Central Italy,320
Central Italy,750
Central Italy,320
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,750
Central Italy,350
Central Italy,100
Central Italy,470
Central Italy,750
Central Italy,350
Central Italy,200
Central Italy,600
Central Italy,200
Central Italy,200
Central Italy,200
Central Italy,100
Central Italy,350
Central Italy,130
Central Italy,100
Central Italy,430
Central Italy,250
Central Italy,750
Central Italy,500
Central Italy,500
Central Italy,500
Central Italy,500
Central Italy,500
Central Italy,500
Central Italy,100
Central Italy,200
Central Italy,850
Central Italy,200
Central Italy,350
Central Italy,100
Central Italy,900
Central Italy,350
Central Italy,350
Central Italy,50
Central Italy,250
Central Italy,600
Central Italy,850
Central Italy,330
Central Italy,300
Central Italy,320
Central Italy,100
Central Italy,150
Central Italy,280
Central Italy,150
Central Italy,350
Central Italy,50
Central Italy,250
Central Italy,350
Central Italy,200
Central Italy,300
Central Italy,770
Central Italy,100
Central Italy,600
Central Italy,200
Central Italy,100
Central Italy,850
Central Italy,130
Central Italy,950
Central Italy,280
